rank,signature_id,input_value,borrow_ratio,repay_ratio,replay_cycles,liquidity_offset,borrow_offset,supplied_capital,shares_received,borrowed_capital,debt_shares_minted,repaid_capital,debt_shares_burned,withdrawn_capital,phantom_debt_shares,phantom_debt_value,final_output,delta,loss_ratio_ppm,accumulated_delta,accumulated_phantom_debt_shares,accumulated_phantom_debt_value,accumulated_loss_ratio_ppm,confirmation_status
293,6,100000000,99/100,1/10,100,73,183,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-8910000300,8910000100,8910000200,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
294,6,100000000,99/100,1/10,100,191,174,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-8910000300,8910000100,8910000200,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
295,6,100000000,99/100,1/10,100,242,374,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-8910000300,8910000100,8910000200,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
296,6,100000000,99/100,1/10,100,411,372,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-8910000300,8910000100,8910000200,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
297,6,100000000,99/100,1/10,100,478,397,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-8910000300,8910000100,8910000200,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
298,6,100000000,99/100,1/10,100,8191,8191,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-8910000300,8910000100,8910000200,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
299,5,100000000,9/10,1/100,25,1,1,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
300,5,100000000,9/10,1/100,25,73,183,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
301,5,100000000,9/10,1/100,25,191,174,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
302,5,100000000,9/10,1/100,25,242,374,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
303,5,100000000,9/10,1/100,25,411,372,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
304,5,100000000,9/10,1/100,25,478,397,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
305,5,100000000,9/10,1/100,25,8191,8191,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
306,6,100000000,99/100,1/10,25,1,1,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
307,6,100000000,99/100,1/10,25,73,183,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
308,6,100000000,99/100,1/10,25,191,174,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
309,6,100000000,99/100,1/10,25,242,374,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
310,6,100000000,99/100,1/10,25,411,372,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
311,6,100000000,99/100,1/10,25,478,397,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
312,6,100000000,99/100,1/10,25,8191,8191,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-2227500075,2227500025,2227500050,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
313,5,100000000,9/10,1/100,10,1,1,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
314,5,100000000,9/10,1/100,10,73,183,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
315,5,100000000,9/10,1/100,10,191,174,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
316,5,100000000,9/10,1/100,10,242,374,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
317,5,100000000,9/10,1/100,10,411,372,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
318,5,100000000,9/10,1/100,10,478,397,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
319,5,100000000,9/10,1/100,10,8191,8191,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
320,6,100000000,99/100,1/10,10,1,1,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
321,6,100000000,99/100,1/10,10,73,183,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
322,6,100000000,99/100,1/10,10,191,174,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
323,6,100000000,99/100,1/10,10,242,374,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
324,6,100000000,99/100,1/10,10,411,372,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
325,6,100000000,99/100,1/10,10,478,397,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
326,6,100000000,99/100,1/10,10,8191,8191,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030,891000010,891000020,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
327,5,100000000,9/10,1/100,5,1,1,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
328,5,100000000,9/10,1/100,5,73,183,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
329,5,100000000,9/10,1/100,5,191,174,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
330,5,100000000,9/10,1/100,5,242,374,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
331,5,100000000,9/10,1/100,5,411,372,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
332,5,100000000,9/10,1/100,5,478,397,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
333,5,100000000,9/10,1/100,5,8191,8191,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
334,6,100000000,99/100,1/10,5,1,1,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
335,6,100000000,99/100,1/10,5,73,183,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
336,6,100000000,99/100,1/10,5,191,174,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
337,6,100000000,99/100,1/10,5,242,374,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
338,6,100000000,99/100,1/10,5,411,372,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
339,6,100000000,99/100,1/10,5,478,397,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
340,6,100000000,99/100,1/10,5,8191,8191,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-445500015,445500005,445500010,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
341,5,100000000,9/10,1/100,2,1,1,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
342,5,100000000,9/10,1/100,2,73,183,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
343,5,100000000,9/10,1/100,2,191,174,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
344,5,100000000,9/10,1/100,2,242,374,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
345,5,100000000,9/10,1/100,2,411,372,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
346,5,100000000,9/10,1/100,2,478,397,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
347,5,100000000,9/10,1/100,2,8191,8191,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
348,6,100000000,99/100,1/10,2,1,1,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
349,6,100000000,99/100,1/10,2,73,183,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
350,6,100000000,99/100,1/10,2,191,174,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
351,6,100000000,99/100,1/10,2,242,374,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
352,6,100000000,99/100,1/10,2,411,372,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
353,6,100000000,99/100,1/10,2,478,397,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
354,6,100000000,99/100,1/10,2,8191,8191,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-178200006,178200002,178200004,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
355,5,100000000,9/10,1/100,1,1,1,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003,89100001,89100002,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
356,5,100000000,9/10,1/100,1,73,183,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003,89100001,89100002,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
357,5,100000000,9/10,1/100,1,191,174,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003,89100001,89100002,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
358,5,100000000,9/10,1/100,1,242,374,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003,89100001,89100002,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
359,5,100000000,9/10,1/100,1,411,372,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003,89100001,89100002,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
